"SiteCode","SurveyID","S","Sprey","Spred","L","D","C","G","sG","V","sV","Cc","nCc","Bc","nBc","NODF2","weighted_NODF","Qn"
"RAJA50",912350347,144,64,80,1416,9.8333,0.2766,16.7,13.222,20.875,17.817,0.0031012837556963,0.443483577064571,92.0138888888889,0.018487821757864,71.7852238992488,36.0697796136509,0.217524158270285
"RAJA51",912350349,132,64,68,1270,9.6212,0.2918,17.6765,15.6142,18.7812,14.3011,0.00342807223567576,0.449077462873525,82.6212121212121,0.0195738479320569,76.5937284078919,39.8592947328387,0.224478891254453
"RAJA52",912350351,149,64,85,1632,10.953,0.3,18.2,14.8403,24.1719,19.1075,0.00305722876182153,0.452469856749587,91.9060402684564,0.0173669766191339,75.5634279812379,35.9592242287384,0.223744353293004
"RAJA53",912350355,144,64,80,1499,10.4097,0.2928,17.7375,13.2452,22.1719,18.6433,0.00313605261185604,0.448455523495414,90.2222222222222,0.018127832473824,73.0215389564538,35.6560204646014,0.208438184887371
"RAJA54",912350353,109,64,45,1038,9.5229,0.3604,22.0667,16.57,15.5156,10.7097,0.00434530240726001,0.469292659984081,62.9908256880734,0.0227239630909356,81.2857244459284,49.5567142376023,0.221630973714287
"RT2",912344543,106,62,44,596,5.6226,0.2185,12.5455,12.3955,8.9032,7.5763,0.00408248828031088,0.428661269432642,71.6132075471698,0.0273020234644185,64.9547610909073,37.5586112489417,0.263577110901071
"RT3",912344545,104,62,42,676,6.5,0.2596,15.0952,12.2291,10.2258,8.84,0.00425313024467506,0.438072415201532,67.6538461538461,0.0270507181742688,67.2914085019327,37.1207185729815,0.236717451661376
"RT4",912344548,107,64,43,754,7.0467,0.274,16.5349,14.7573,11.1094,8.3193,0.00419551198682853,0.444724270603825,67.9158878504673,0.0256673801400103,68.9628133620502,39.2409463807068,0.251073644813964
"SEY7",912340378,111,64,47,796,7.1712,0.2646,15.9362,12.6395,11.7031,10.0581,0.00404981691913066,0.445479861104372,69.9369369369369,0.0241328284806546,67.7455157110086,36.0250153304282,0.247129684260812
"TCI1",912345033,57,39,18,174,3.0526,0.2479,8.6667,5.1564,4,3.2525,0.00662222281753148,0.370844477781763,49.6140350877193,0.0768019119004943,38.5575639651834,21.5696457553939,0.34861932938856
"TCI2",912345035,60,40,20,199,3.3167,0.2488,8.95,6.4357,4.475,3.5081,0.00657669520010193,0.388025016806014,48.5333333333333,0.0654970760233918,45.8366383044218,25.1060407233088,0.343216503854436
"TI2",912345986,126,64,62,1069,8.4841,0.2694,16.2419,13.5316,15.7344,13.6501,0.00355918581540656,0.44489822692582,79.8333333333333,0.02077370110157,75.3953142643538,43.4736986903734,0.235071480766709
"TI3",912345987,141,64,77,1510,10.7092,0.3064,18.6104,13.3536,22.3906,19.071,0.00325547323366498,0.455766252713097,85.6879432624113,0.0178963958359255,76.8172230171308,39.2099995984972,0.213554589286819
"TI4",912345988,111,64,47,1018,9.1712,0.3384,20.6596,16.2658,15.1719,11.7521,0.00421069282855915,0.463176211141506,65.8288288288288,0.0227152618456966,83.8540834351723,53.3514944103359,0.205616853743102
"TONGA12",676003250,111,61,50,836,7.5315,0.2741,15.72,11.4161,12.8852,11.044,0.00392944310566049,0.432238741622654,74.6216216216216,0.0253815039529325,65.8600100961358,35.4960063616576,0.207638120026675
"TONGA4",676003242,104,64,40,554,5.3269,0.2164,12.85,13.8907,8.0312,7.1469,0.00424144295908384,0.436868624785636,68,0.0276760276760277,72.7968276458083,41.524602288251,0.294485911974443
"WA65",6002121,68,48,20,376,5.5294,0.3917,17.8,9.2713,7.4167,6.0594,0.00688242504200844,0.461122477814565,40.5882352941176,0.0454515512812068,75.373907583933,54.9638696827596,0.176122017422043
"WA66",6002123,83,63,20,415,5,0.3294,19.75,15.1757,6.2698,5.3407,0.00573704935063909,0.470438046752405,47.3855421686747,0.0402254178002332,85.3860377725355,54.0324803322409,0.231597500400577
"WA67",6002132,90,63,27,472,5.2444,0.2775,16.4815,13.7962,7.0635,6.6983,0.00512366933869206,0.456006571143593,54.4222222222222,0.0337606837606838,81.945587201032,50.4722142988242,0.215816184825149
"WA68",6002134,85,51,34,503,5.9176,0.2901,13.7941,9.0714,9.1961,8.5628,0.0051739760131987,0.434613985108691,56.5411764705882,0.0342673796791444,67.6888836225851,41.2359186325196,0.204286214374367
"WA70",6002128,82,62,20,341,4.1585,0.275,16.05,14.303,5.1774,4.5611,0.00570794025342317,0.462343160527277,48.2804878048781,0.0416570214019655,78.3187903017059,43.3888561307692,0.22816160557448
"WA71",6002144,83,62,21,376,4.5301,0.2888,16.9048,14.1665,5.7258,5.192,0.00566399098827145,0.464447261038259,48.421686746988,0.0396899071696623,80.7825430750844,47.9233923086143,0.222701844872049
"WA72",6002115,97,64,33,638,6.5773,0.3021,18.3333,14.5402,9.4531,8.2615,0.00478774570111054,0.459623587306612,57.8969072164948,0.0287187039764359,80.6904592532752,50.4844223950311,0.236844477836213
"WA73",6002125,76,54,22,410,5.3947,0.3451,17.6364,11.5822,7.1852,6.3069,0.00611632219196443,0.458724164397332,45.7368421052632,0.0410932992859507,79.5377507056478,57.1449496819705,0.210064831544266
"WA74",6002147,90,62,28,404,4.4889,0.2327,13.4286,13.4369,6.0645,5.8502,0.00502560185830963,0.447278565389557,56.3666666666667,0.0342238413276665,79.0248857071826,46.2481920327211,0.278901652331372
"WA76",6002119,82,63,19,376,4.5854,0.3141,18.7895,14.4321,5.6667,4.9023,0.00578254087381678,0.468385810779159,47.0731707317073,0.0421802605122825,79.3258608872853,48.1767901503741,0.224034711923985
"WA78",6002136,61,43,18,248,4.0656,0.3204,12.7778,9.3403,5.3488,4.3309,0.00706311071354249,0.423786642812549,42.7213114754098,0.0598337695734031,66.612856646499,42.8546552005161,0.212325141776937
"WA80",6002117,81,50,31,442,5.4568,0.2852,13.2581,9.4056,8.22,7.7388,0.00543629858059391,0.434903886447513,53.7037037037037,0.036533131771227,69.1948109151633,45.5266480257366,0.224536913705223
"WA84",6002163,60,47,13,210,3.5,0.3437,15.1538,10.6681,4.1915,3.4744,0.00752665989456129,0.444072933779116,38.4166666666667,0.0695954106280193,70.7086900493595,52.3131936383725,0.247288000206138
"WA85",6002161,65,47,18,271,4.1692,0.3203,14.0556,10.2583,5.383,4.5279,0.00694170747206034,0.444269278211862,41.4769230769231,0.053039543576628,71.3076051394986,53.3641564603763,0.247262103766658
